冷轧纵切钢带,热轧卷板,热轧工字钢,热轧H型钢,热轧花纹卷板,冷成形纵切钢带,热镀锌钢卷,冷成形钢卷,热轧酸洗钢卷,热轧槽钢,热轧盘条,盘螺,开平板,热轧纵切钢带,热轧带肋钢筋,热轧酸洗纵切钢带,热镀锌钢板,C000064347,C000064474,C000045458,C000039499,C000056035,C000020245,C000045426,C000045466,C000045406,C000045450,C000005352,C000045716,C000003529,C000045464,C000062897,C000045448,C000062760,C000005103,C000062404,C000047736,C000003951,C000043992,C000044055,C000044076,C000005112,C000064753,C000066629,C000043718,C000062393,C000045421,C000045451,C000003742,C000005106,C000044017,C000045445,C000061202,C000020177,C000044001,C000046633,C000045433,C000039359,C000045439,C000049683,C000065690,C000003732,C000003869,C000029729,C000061124,C000006010,C000003921,C000045778,C000049187,C000048866,C000003865,C000005634,C000003992,C000066617,C000048174,C000043829,C000043994,C000041948,C000044026,C000043981,C000046852,C000049697,C000009707,C000005533,C000045621,C000005902,C000068176,C000043940,C000003554,C000045413,C000047704,C000063052,C000045434,C000003885,C000043987,C000060930,C000044054,C000045419,C000043905,C000049295,C000003877,C000049115,C000005080,C000003966,C000063035,C000064461,C000005007,C000058971,C000053125,C000038361,C000048978,C000043900,C000068206,C000062912,C000064423,C000005207,C000067848,C000003879,C000056089,C000054665,C000039354,C000056497,C000063993,C000044906,C000049198,C000062966,C000062481,C000005082,C000045441,C000045431,C000004033,C000045430,C000042437,C000068326,C000060822,C000065106,C000045463,C000034843,C000045423,C000068268,C000045442,C000005879,C000048925,C000048977,C000063918,C000045808,C000068371,C000067148,C000006073,C000064360,C000009905,C000045806,C000045446,C000044023,C000062226,C000003968,C000064980,C000039382,C000021283,C000045462,C000065674,C000005709,C000009747,C000068415,C000062968,C000043799,C000051757,C000064588,C000064610,C000066868,C000009916,C000044249,C000062279,C000056042,C000005742,C000067698,C000065510,C000043925,C000046080,C000045440,博兴县,邹平市,岱岳区,泰山区,滨城区,沾化区,肥城市,新泰市
0.22360957,0.018383749,-0.057772495,-0.039078444,0.054516044,0.1716519,-0.010214347,0.008396672,0.18800248,-0.046918243,-0.26350692,0.28413373,-0.24760139,0.5427973,0.10621078,0.4036795,0.013980283,-0.13013633,-0.16685528,0.08911134,-0.13979106,-0.12280952,-0.19376732,-0.030496161,-0.15408505,-0.056857597,-0.02106811,0.0340229,-0.025120854,-0.086968005,-0.030658139,-0.07900537,0.008749538,0.07356518,-0.12312749,-0.06324338,-0.2511184,0.018894296,-0.003882456,0.02523583,0.050076116,0.38608336,-0.10929482,-0.13600759,-0.19424121,-0.33018002,-0.04179075,-0.16086133,-0.074392796,-0.037860237,-0.40617585,0.026350524,-0.06442544,-0.08432033,-0.08633423,-0.17720614,-0.13348936,-0.09472046,-0.12198936,0.10803271,-0.08883659,-0.086775064,-0.053325903,-0.047298007,-0.012637263,-0.010095033,-0.05589272,0.012742274,-0.03551869,0.16429782,-0.034248576,-0.01010922,0.0699032,-0.046768486,-0.0722352,-0.06713127,-0.049436867,0.02299487,0.055169113,-0.025972739,-0.08316386,0.105193764,-0.026540194,-0.27429852,-0.060663674,-0.032520063,-0.16424122,-0.21800277,-0.11380532,-0.038453378,-0.16451685,0.017729053,-0.1496375,-0.17334408,-0.11292573,-0.07075116,-0.15963331,0.050366893,0.005812868,-0.1964892,-0.15082516,0.06407329,-0.009036596,0.047631696,-0.38126785,-0.032204963,0.004548612,0.2795878,0.15170324,-0.1879625,-0.2169238,0.084544085,0.12837417,-0.093261376,0.5344033,-0.07108948,-0.2952013,0.12607056,-0.08513511,-0.07837159,-0.14467289,0.23763193,-0.013485366,-0.036378708,-0.16241711,0.14933719,-0.17711928,0.023070343,-0.016350266,-0.113151476,0.06546709,0.05134551,-0.2613311,-0.05918471,-0.062277764,-0.36491668,-0.073875055,-0.20742309,-0.10846042,-0.04416387,0.01704861,-0.23921709,-0.05534526,-0.18848574,-0.24587268,0.00917841,0.27493584,-0.24950063,-0.12445869,-0.3500587,-0.13474305,0.002117412,0.08223269,-0.10248128,-0.17722797,0.23873608,0.19881287,-0.015039408,0.007011755,-0.025718233,0.10756961,-0.09021122,-0.21326073,0.38192123,-0.035509188,-0.3344388,0.19470865,-0.2999997,0.21113954,0.058871083,-0.09760703,-0.2465746,0.14738812,-0.35784552,0.20091464,0.01530925,-0.319535,0.20534988,-0.22755125,-0.23996736,0.037550952,-0.119153485,0.015518662,0.053972784,0.19499104,-0.24700888,-0.00873042,-0.018227153
-0.20918821,0.11451151,0.05164127,0.10180611,0.03026776,-0.04373297,0.006491859,0.008967588,-0.032488387,0.038417067,-0.21542229,0.09822092,-0.002005566,-0.12583941,-0.14995871,-0.023036228,-0.2198823,0.005241396,-0.013623063,-0.06545281,0.092528865,-0.010901582,0.1280815,0.018149225,0.106699176,-0.14082617,-0.15011859,-0.15370433,0.006245389,0.055545803,-0.034376625,-0.12456417,-0.1448373,0.23355632,0.048514843,-0.11463597,0.009080621,0.007391882,-0.06848033,-0.10443173,-0.00281627,-0.21877547,-0.027673319,-0.06238815,-0.007944229,-0.125764,-0.025827847,0.27299228,-0.13488126,0.16038261,-0.16983388,0.030193297,-0.098119885,0.031194685,0.039117046,-0.074240915,-0.2330479,0.07353932,0.023376606,-0.094503775,0.0275523,-0.026656207,-0.23049442,-0.15788932,-0.12641862,0.101954415,-0.12823342,-0.04055374,-0.025059637,-0.14476518,-0.078221455,-0.016038083,0.15770522,0.00200613,0.025778167,0.011417566,0.03267313,-0.120668136,0.043789074,-0.047888916,0.009611712,-0.002256024,0.062522784,0.09793454,-0.04716459,-0.022745747,-0.041313156,-0.23453005,-0.048921708,0.07679586,-0.28917825,-0.11862728,0.10285128,-0.36140108,-0.15910535,0.050108816,-0.19789645,-0.06926898,0.18106511,-0.01583217,-0.035442512,0.01855437,0.037603,0.07264921,0.14356862,-0.08080499,0.10699863,-0.16349706,0.08621065,0.032903735,-0.18337002,-0.097368926,-0.05223446,-0.10535092,-0.26718035,-0.000490989,-0.021445958,0.16599855,0.018696135,-0.021977736,-0.07832897,0.16347636,0.014757335,0.04623422,0.15652406,-0.10908123,-0.14220238,-0.016484778,-0.050662745,-0.094285704,-0.015002018,-0.15349267,0.084059216,-0.09715303,-0.050211024,-0.6247498,0.06921384,-0.15031153,-0.055073887,0.107236296,-0.29271835,0.03907659,-0.11220689,-0.098980084,-0.08913604,-0.136735,0.11833279,0.06104797,0.2878103,-0.35039672,-0.08790232,-0.08488283,0.303829,-0.37054163,0.026094317,0.001385568,0.13810596,0.12461751,-0.109817035,0.16437548,0.15651232,-0.16279067,-0.07164289,0.12452134,0.08349226,-0.10484719,-0.28628108,-0.16476518,-0.01972996,0.000649254,-0.033614635,-0.11340698,-0.23972446,0.07543717,-0.03331027,0.428599,-0.011053761,0.13238987,0.23318586,-0.46966016,-0.046259012,-0.42751172,0.033093143,-0.16713476,-0.21251409,-0.2792329,-0.23114552,0.06307931
0.34643012,-0.010498691,-0.18996462,-0.116631076,-0.0776182,-0.2515646,0.00711517,-0.12326626,-0.090230785,-0.04131424,0.14519416,0.069523394,0.06313418,-0.2170994,-0.26747903,-0.07309551,0.42139724,-0.031464543,-0.23477842,0.058296025,-0.20125343,-0.12678188,-0.011807828,-0.025565773,0.066307336,0.11344549,0.04057281,0.12766577,0.10135163,0.014594876,-0.058407158,-0.08287304,0.03029482,0.10801175,0.07060736,0.003965605,-0.09632696,-0.12430163,-0.18052278,-0.12837856,0.025276974,0.37135774,-0.08849859,0.06367847,0.058373544,-0.10304139,0.009814747,-0.7122317,0.0488874,0.11315287,0.16087785,-0.0684788,-0.16373064,-0.12101684,0.01451126,-0.19090223,0.09059438,-0.24736851,-0.11938866,-0.11772961,0.038767315,-0.031911664,-0.24263607,-0.022354113,-0.21612515,-0.03433283,-0.038516223,-0.039667983,-0.039992157,0.033862833,-0.10337857,-0.10940553,-0.19865581,-0.05099917,-0.09562788,-0.035076655,0.027181463,-0.13625608,-0.13756499,-0.07262971,-0.06793949,-0.08822507,0.18848123,-0.10278211,-0.10735212,-0.03265613,0.011430386,-0.37169433,-0.1604122,-0.1798349,0.077285096,-0.047563024,-0.006319068,-0.15754966,-0.24766308,0.116294794,-0.23239475,0.037236508,-0.033582184,-0.12999001,-0.014932896,-0.33993962,-0.10773882,-0.26253727,0.17792808,-0.27671564,0.008211953,-0.11361161,-0.1107438,-0.22887193,-0.13962606,-0.38608408,0.024314066,-0.100078605,0.3546198,-0.07573623,-0.23193254,0.123702615,-0.05182101,-0.119131245,-0.19874665,-0.036909916,0.043015845,0.002101151,-0.2653263,0.12464112,-0.22107413,0.048312712,0.043299988,-0.12683502,0.012450332,0.01923965,-0.037554953,-0.014768615,-0.06933996,0.1466953,-0.087441325,0.11774871,0.19528484,0.08083746,0.13417684,-0.08497802,0.039292715,-0.22867116,-0.10954568,-0.29142082,-0.33463693,0.106871724,0.0362511,-0.10503472,-0.15753148,-0.19375971,-0.41565475,-0.107130684,-0.048034437,0.046903677,-0.023883283,-0.07358719,-0.10380052,0.06910659,0.114124686,0.13887706,-0.46468914,-0.48439085,-0.48950154,-0.4383532,-0.14747728,-0.15809879,0.34386826,0.39739397,-0.3040416,-0.2737177,0.24739261,0.2720562,-0.1224694,-0.27049163,0.17130022,-0.4102704,-0.15993094,0.18169491,-0.13425606,0.21312556,0.00715556,-0.2870291,-0.21577501,-0.30790073,-0.41410762,-0.137629
0.14899808,0.076528996,0.11052247,0.119180575,0.12632094,-0.038442668,-0.039046485,-0.06108529,0.039251246,0.061570987,0.2756799,0.44994876,-0.10080665,0.07196182,-0.039975207,-0.15556438,0.24765883,-0.09416318,0.05096584,-0.18866731,-0.1879365,-0.007088177,-0.10266304,-0.14194925,-0.09402717,-0.41746533,-0.18294427,-0.1696189,-0.19339044,-0.25489944,-0.07825613,-0.14421879,-0.19629136,-0.20436727,-0.106261,-0.010722562,0.031774893,-0.13764732,-0.083067544,-0.1805708,0.11489532,-0.08767539,-0.13117911,-0.18535095,-0.053468313,-0.06217032,-0.1733335,-0.26287314,-0.20753174,0.1324472,-0.51123863,0.11124149,0.05644611,-0.21313123,-0.19651514,-0.021092163,-0.22671343,-0.03262077,-0.15706168,0.00121531,-0.21662226,-0.13152799,-0.15756309,-0.12089313,-0.017228179,-0.14066774,-0.10815013,-0.17682892,-0.36936876,0.09197614,0.07088514,-0.120082185,-0.25594985,-0.13445686,-0.28029618,-0.18420121,-0.16321771,0.057941813,-0.20823261,-0.12732095,-0.09136963,-0.013063172,-0.15759562,-0.19070934,-0.1041419,-0.21736087,-0.046462994,-0.07319232,-0.22312221,-0.12907848,-0.034015063,-0.058684837,0.119309895,0.010769286,-0.37589455,-0.16928798,0.15611184,-0.020486267,-0.033145025,-0.16316715,-0.27694282,0.11845115,-0.1802673,-0.08359282,-0.19025198,-0.090745434,-0.21408178,-0.40464246,-0.20529748,-0.15990266,-0.16037863,-0.17921323,0.048951518,-0.02189402,0.001950802,-0.2840071,-0.24172702,-0.04427361,-0.14359182,-0.29276934,-0.1764399,-0.17149892,0.11051442,-0.23162916,0.12976222,-0.008705671,-0.31818536,-0.2357135,-0.003750441,-0.29548252,0.051008392,-0.08188362,-0.27439424,-0.04974273,0.01757714,0.17655237,-0.47765458,0.24594827,-0.6411388,-0.08707602,-0.051606067,-0.36340114,-0.2425673,-0.08640161,0.17361802,-0.21626851,0.020246228,-0.046409473,-0.21575285,0.48203588,-0.2342946,-0.14155558,-0.1960379,0.002175573,-0.13023145,-0.1249061,-0.029982295,0.076096915,-0.20891042,0.060003825,-0.041673075,-0.55711704,-0.018638343,0.15447389,-0.47143868,-0.22123648,0.069299564,0.4623898,-0.4942227,-0.15475513,-0.05479253,-0.10847322,0.07391251,0.21728949,0.22107323,-0.047596604,-0.29938197,-0.18705644,-0.31845033,0.16312748,-0.538423,0.059144065,-0.02204592,0.056331728,0.14080124,0.11119008,-0.07569395,-0.22094056
-0.13188824,0.17230211,0.13225459,0.10997143,0.19588937,0.13210613,0.18474515,0.085555695,0.115477644,0.14628805,-0.014956054,0.040160935,-0.28853786,-0.081335224,0.12401598,0.058131292,0.12682554,0.07586559,0.106941104,0.04357961,0.03440575,0.09635819,0.03781461,0.051061977,0.012838376,0.003846416,-0.11708245,0.05677017,0.06680709,0.17082961,0.12101245,-0.037007876,0.054654505,-0.060693756,0.030207578,0.19698697,0.05686887,-0.09486474,0.08210005,0.17755927,0.02091188,-0.2802479,0.111585744,0.1338297,0.07545051,0.00052473,0.08980055,0.20316714,0.09787053,0.19456296,-0.20955327,0.26679683,-0.059946347,0.19557749,-0.04628795,-0.25724697,0.12510207,0.09928046,0.105515555,0.12745863,0.12935579,-0.030233076,0.07446703,0.085405745,-0.000423341,0.12208588,0.11301625,0.024293775,0.017944815,-0.08178225,0.000892266,0.12774624,0.2385961,0.25709185,0.006166508,-0.08097074,0.010220544,0.20996416,0.06974031,0.029370608,-0.07698798,0.016037337,0.12185784,0.10716386,0.09243801,0.11183518,0.078141615,-0.26527184,0.21233833,-0.07216454,0.0918435,0.067193925,0.09225882,-0.19370419,0.08596134,0.073740445,0.031948846,0.14850849,0.23922491,0.16914998,-0.07425554,0.26470065,0.067910776,-0.061361514,-0.27614892,0.18648696,0.04876682,-0.01723823,-0.30727977,0.080380395,0.24161884,0.14726172,0.05271583,0.03065101,-0.2812413,-0.009084525,-0.14157559,0.22097236,0.19449924,0.001049908,0.1595015,0.15680112,0.41048527,0.09657218,0.04647504,-0.2762207,0.1548628,-0.000724971,-0.019061256,0.15870555,0.034138393,-0.12663461,-0.030542169,0.087195106,-0.10632009,-0.023378396,-0.13767403,0.00421868,-0.049143866,-0.005278158,-0.115190685,0.24926625,0.29448044,0.17169102,-0.2999212,0.18048863,-0.07037094,0.41632122,-0.10749588,-0.04106487,-0.030615073,0.124843754,-0.04679306,0.17376451,-0.16519062,-0.041298393,0.03730988,0.6217305,0.07814094,0.41375974,0.49866647,0.40884116,0.8690909,0.32992512,-0.055074435,0.33039525,0.068572864,-0.004936526,-0.19941194,-0.09704172,-0.029946055,-0.3575153,0.21482605,0.22781107,0.21894999,0.45644853,-0.12225092,-0.068412304,0.4948873,0.072549894,0.11050524,-0.35499746,-0.06293065,0.029789466,-0.349417,-0.022346001,0.23943831,0.08726678
-0.034852676,0.13066024,0.241716,0.23620996,0.12606543,0.3171831,0.15226331,0.20744252,0.1705976,0.13111955,-0.2600756,0.20315394,-0.4242733,0.75049114,-0.1415788,0.008674044,0.19723403,-0.10798735,-0.2828471,0.053623784,-0.17094283,-0.064906925,-0.03308434,-0.18754324,-0.1469399,-0.09286509,-0.1382826,-0.13028821,-0.22056758,-0.10965265,-0.16072325,-0.041995745,-0.031528752,-0.32030255,-0.18371803,-0.1164154,-0.056828864,-0.25923026,-0.25487077,-0.23710799,-0.05150772,-0.011533736,-0.17987154,-0.2923052,-0.21544069,-0.23638391,-0.16050267,-0.41994905,-0.20260052,-0.1801702,0.16233796,0.3383667,-0.047162045,-0.12604526,-0.11118024,0.365374,-0.23465224,-0.05742877,-0.26398453,0.03336396,-0.3357016,-0.14243549,0.00185908,-0.28849864,-0.07102347,-0.25278953,-0.12846097,-0.16533116,-0.12205982,-0.2806204,-0.0255142,-0.035089135,-0.35869512,-0.11691245,-0.07518668,-0.29462394,-0.3006037,-0.07755787,-0.32007015,-0.24146008,-0.027803883,-0.025534447,-0.18230647,-0.093000144,-0.13565427,-0.2851082,-0.06128412,0.5002106,-0.21127531,-0.087342,-0.12166559,-0.006994144,0.063152716,-0.031344876,-0.1256823,-0.14782102,0.44558054,-0.039551664,-0.07387202,-0.117828175,-0.23385592,-0.07613069,-0.3410236,-0.21181075,-0.10305113,-0.21509059,-0.06310947,-0.10555271,-0.39713624,0.004233245,-0.18741281,-0.18873154,-0.33096918,-0.10645038,-0.16235301,-0.13222824,-0.17094691,-0.14885794,-0.1185343,-0.3245165,-0.16688114,0.12629238,-0.12632911,0.01312439,-0.13087365,-0.2333869,-0.29148054,0.09868727,0.043644648,-0.15807596,-0.10523533,-0.093133405,-0.5296407,0.102380335,-0.2970768,0.094647214,0.24615249,0.10864435,-0.009792677,-0.27274677,0.1514742,-0.42735982,-0.36562464,-0.15202454,0.16362396,-0.12800837,-0.4148469,-0.6818816,-0.23234433,0.103355795,-0.09675876,-0.2227398,0.024738695,0.29957086,-0.37851143,0.07279868,0.4988603,0.20768675,-0.1891875,0.57719886,0.097426176,0.14995977,0.019126156,-0.068363026,-0.5542353,0.1917503,-0.033370383,0.45596135,-0.4007342,-0.22410339,-0.550966,-0.048319895,-0.7339049,0.012685408,-0.13025431,0.26762113,-0.08076848,-0.08555057,-0.16465323,-0.078786194,-0.7424995,-0.1069254,-0.18453671,-0.4762377,0.09169829,-0.06275619,-1.1035835,0.31400025
0.24683182,-0.12922208,-0.20520912,-0.07140383,0.04944406,-0.08956987,-0.12036315,-0.06714932,-0.14661184,-0.1581375,-0.01503423,0.101453155,0.020032626,-0.1432806,-0.17296346,-0.10081852,0.41206518,-0.005092193,0.18969734,0.024210116,0.12558576,-0.042262994,-0.10200267,-0.09268512,-0.04385225,0.16702682,0.119618386,0.11730888,0.18777472,-0.097333014,-0.2787474,0.071456976,-0.007358027,0.15220778,-0.15515022,-0.07389989,0.105581336,-0.08046759,-0.15070483,-0.2376957,0.27980644,0.13231927,0.071318954,-0.18058182,0.0432811,0.13794032,-0.04148181,-0.04599242,-0.002309487,0.08636921,-0.047386933,-0.4643314,-0.09497955,-0.032177594,0.049463376,0.13630943,0.058685295,-0.088874884,-0.07244616,0.274073,-0.039828517,0.06513295,-0.12841415,0.08867046,-0.03527598,-0.05360246,-0.058538828,0.008196407,0.12106246,0.122609176,-0.18727934,-0.2610169,-0.014604965,0.034154,0.1316572,-0.07283117,-0.015159182,-0.009399482,-0.059879668,0.08190732,-0.1272598,-0.1421592,-0.06641272,0.05432151,0.11722678,-0.12403467,-0.09240001,0.07793564,-0.078463174,0.036023743,-0.16772434,0.01060921,-0.07146739,0.005848779,0.093808405,-0.10920153,0.1855483,0.025762849,-0.113523416,-0.14455333,-0.063995466,0.21191974,-0.06330984,-0.07399295,0.02006234,0.08477995,-0.12701482,-0.06093928,0.27087077,0.12520598,0.10808031,0.14221807,0.058619354,0.016183438,-0.003894663,-0.19948356,0.41919672,0.047951482,-0.048345227,-0.0484054,0.10516917,0.056026418,-0.05932835,0.109069,-0.34542075,0.301847,0.020984212,0.048206594,0.20768912,-0.002005639,0.18855307,0.08815345,0.33291844,-0.13191544,-0.16526438,-0.065201394,0.20264691,0.031870138,0.29431555,0.121076375,0.037112348,0.054227136,-0.10512167,-0.038833037,0.39063114,-0.06971176,0.07102501,-0.22081298,0.13721834,0.14535387,-0.029950611,0.031320754,0.059348665,0.002908823,-0.36110082,-0.02966233,0.21424222,0.2848996,0.03863421,-0.07728618,0.19585261,-0.27553633,0.039445825,0.24967441,0.18618579,0.20552388,-0.114508994,-0.11174895,-0.087431595,0.08883016,0.11572009,0.05267692,0.35507792,0.18570223,0.123972856,-0.55930644,-0.033783678,-0.05195042,0.03099611,-0.54664856,-0.038470168,0.021156197,0.26617867,-0.025427675,-0.029205367,-0.023288578,-0.11237246,0.30915168
-0.18655294,0.004983139,-0.01620252,-0.028682023,0.035313606,0.13868454,0.104752034,0.0606572,0.13012007,0.05792277,-0.26656577,-0.07234537,-0.2459141,-0.3150495,0.04812468,0.17038521,0.13371798,-0.029439952,-0.047255512,-0.07012771,-0.057296254,0.15174608,0.077856265,-0.066762395,-0.15482534,-0.020860465,-0.09662022,0.010115096,0.002704051,-0.045773633,-0.025054969,-0.064299345,0.015444204,-0.1199926,-0.024353579,-0.07200294,-0.049726814,-0.08544727,-0.07210699,-0.1941653,-0.017262008,-0.07595449,0.019818015,-0.04728697,-0.16121359,0.035567418,-0.13964452,-0.18596189,-0.09551329,0.014193477,-0.1539846,0.24440719,-0.09261389,-0.06468621,0.006282013,0.033211265,-0.048632286,0.102351844,-0.003642496,0.06387875,-0.023070702,0.046249587,0.006059481,-0.10376545,-0.05840069,0.07812241,0.005392235,0.092862554,-0.039868854,0.3781404,-0.009630431,0.026575966,-0.039661314,-0.027377024,-0.009132482,0.16287649,-0.118797764,0.06816703,0.008521665,0.055705868,-0.044006243,-0.065279774,-0.109713376,-0.05838927,-0.047293935,0.07502816,-0.042360716,0.077489085,0.082638495,-0.15231211,0.09416964,0.19122276,-0.09832253,0.00000907,0.0297452,0.0675909,0.13057007,-0.21151614,-0.019156234,-0.089194365,0.10923314,0.20507558,0.016411055,0.030079326,0.018993875,-0.018080642,-0.12422396,-0.046127383,0.109423555,-0.14796212,0.16767389,0.08548844,0.05605693,0.094896846,-0.11763152,0.08443337,-0.51640356,0.06438993,-0.19194514,0.029556079,-0.09575742,0.01759751,0.16073309,0.038591202,-0.020084804,-0.012297701,-0.1265073,-0.2013489,-0.05714538,-0.08807533,0.061294552,-0.17758773,0.18591177,-0.049981426,0.1655178,-0.03077988,-0.095485404,0.06357185,0.057179082,0.15752561,0.050977007,0.67925,0.13740477,-0.09569836,0.26155332,0.18246545,-0.33496034,-0.06884204,-0.24490817,-0.14308277,0.09299745,-0.07809484,-0.2408276,0.094419785,0.034213547,0.15230471,-0.000589835,-0.15087439,0.050693534,0.13884301,-0.20363072,0.37933013,0.29138193,0.14581749,0.08956468,0.37197044,-0.001806847,0.3858589,-0.29926416,-0.005885297,0.17479847,-0.34574574,0.25612304,-0.14693037,-0.03204952,0.48701513,-0.22182034,0.44014212,0.23632558,-0.39347786,0.052048985,-0.19219323,-0.06694472,-0.018122572,-0.24959631,-0.5559235,0.10675639,-0.011440122
-0.13769239,0.09115365,0.29598808,0.20854281,0.12449841,0.023529014,0.15823838,0.32520065,0.26532972,0.11820835,0.2026801,0.08424306,0.025964277,-0.091922946,-0.20133406,0.2610116,0.007264465,0.15799049,0.025297226,0.014825837,0.08776201,0.0831471,0.017595677,0.08193057,0.04098192,-0.06191807,0.08684492,0.08760139,0.065018274,-0.117505364,0.07946635,-0.008395141,0.113590755,0.23915198,0.08834613,0.13777263,0.05271345,0.09945804,-0.1332176,-0.008878372,0.13171662,0.31437454,-0.04891708,0.040524628,0.016543685,0.13112952,0.06371394,0.03437786,-0.045030463,-0.26985145,-0.1937137,0.29554063,-0.051362168,0.05785896,0.19432919,-0.15327457,-0.14771703,-0.24934939,-0.063650735,0.026287816,0.092383645,-0.13752289,-0.0909668,-0.022271378,0.29522774,0.21886864,0.15686965,-0.15356356,0.07241285,0.14995302,0.000607976,-0.035451528,0.17768945,0.112666175,0.12314598,0.012647285,0.11224237,0.07636291,0.15413313,0.010272089,0.1989344,0.033072192,-0.2814684,0.19579345,-0.4276133,0.19930997,0.2084091,0.08189648,0.074658945,0.008765405,-0.018406212,-0.043833602,-0.06477904,-0.011092198,0.07839843,0.1365264,0.08292455,0.002096509,0.001613547,0.011113885,-0.13249533,0.3113708,-0.1338425,0.10453048,-0.10429803,0.052082658,-0.030128816,0.14472167,0.04977249,-0.13151412,0.42437735,0.4670864,0.31020406,0.18270196,0.34240532,0.15928762,0.12537736,0.15285936,0.13423322,0.16354303,0.1086509,0.21469156,0.35312122,0.06523509,0.3344546,-0.06704926,-0.07396609,-0.032607127,0.06823339,0.115486614,0.12476736,-0.15516345,0.3050241,-0.10794606,0.16754842,0.12446748,-0.15048175,-0.022278171,0.05623508,0.002664856,0.032406744,-0.44873187,-0.049384445,-0.058607657,0.13333394,0.07335987,-0.103207886,0.53923374,-0.034978725,-0.12988265,0.18808402,0.066754565,-0.041685585,0.09018502,0.1228325,0.16705444,-0.19230907,-0.045273237,0.0456895,0.368219,0.5596865,0.114781074,0.44230366,0.31641418,0.22525275,-0.027165363,0.07343432,-0.15108469,0.042115144,0.37958345,0.24381816,0.08812688,0.13834187,0.009346257,0.23156656,0.14758569,-0.19233231,0.29906043,-0.14462298,-0.045123093,0.010851855,-0.022669295,-0.34118113,-0.002119884,0.04161947,-0.006804766,-0.080587246,-0.45829082
-0.2940731,-0.01487337,-0.003083839,0.04811722,0.028307594,0.042156212,-0.17160486,-0.032635998,0.020185076,0.005229943,-0.20355313,-0.0631443,-0.19451039,0.12802918,-0.21671285,0.002970881,-0.42189467,-0.151641,-0.32379144,-0.098987296,-0.0901654,-0.09223531,0.034968056,-0.06699977,-0.083699614,0.05013711,-0.14911282,-0.22768496,0.040287264,-0.18066065,-0.03718798,-0.2299864,-0.121957876,-0.000342991,0.064516716,0.008851529,-0.012893356,0.006713617,-0.10869556,-0.235143,-0.000496493,0.04610148,-0.08980811,0.001788363,0.07812505,0.08168834,0.034915023,-0.3179636,-0.11758407,-0.09035456,0.1479127,0.27081928,-0.001977977,-0.037971515,-0.23004276,-0.45459414,-0.2500112,-0.08282367,-0.13451187,-0.1849328,-0.17884675,-0.10428429,-0.06606828,-0.10245998,-0.03501502,0.11814227,-0.11621277,-0.16825648,0.09839858,-0.054926142,0.048892878,-0.11856283,-0.06206553,-0.05338394,0.011172512,0.08699105,-0.14810447,-0.07620369,0.09477433,0.06475911,0.004737546,-0.046359766,0.008952426,-0.05023858,0.046938512,-0.1146874,-0.21540935,-0.3477232,-0.17439635,-0.16575247,-0.22533984,-0.27875432,-0.23801075,0.11551065,-0.065274455,-0.110260025,-0.16594024,-0.1590998,-0.07943208,-0.21034996,0.14827804,-0.18868144,0.03956049,-0.09249267,-0.32969585,0.15736762,-0.09131363,-0.17346998,-0.01880326,-0.25242507,-0.1878647,0.059749566,0.1373087,-0.080781125,0.2754367,-0.11804201,-0.16621906,0.14494,-0.25506228,-0.010234475,-0.20141362,0.31235817,0.43863535,-0.15746987,0.047831833,-0.04547734,-0.044249713,-0.16195238,-0.17385736,-0.020172352,0.045486607,-0.087909035,-0.14290255,-0.23134212,-0.04019649,0.04202968,-0.2449933,0.3271074,0.3643062,-0.44826162,-0.08853365,-0.12227008,0.063279584,-0.016140858,-0.275863,0.10612854,0.09797194,-0.25917447,0.17715959,-0.36283302,-0.04037206,-0.10954295,0.00251814,0.006047308,-0.19352348,-0.21411781,0.20722573,-0.2359772,-0.094975725,0.05176328,-0.49183187,0.2173301,0.1388484,-0.49645638,0.57382613,-0.03726674,-0.2641496,-0.50368226,0.11937838,-0.006425995,-0.25038996,-0.1614561,-0.19984144,-0.00223913,-0.19363154,-0.020954927,-0.21752086,-0.30618602,-0.05648664,-0.44726405,0.38876516,-0.07633255,0.07650037,0.20892468,-0.09957225,-0.27717212,0.099365704,-0.14485128
